tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt1340138,movie,Terminator Genisys,2015,126,"Action,Adventure,Sci-Fi",6.3,308339
tt13403046,movie,Fresh,2022,114,"Comedy,Horror,Romance",6.7,93718
tt13405778,movie,Insidious: The Red Door,2023,107,"Horror,Mystery,Thriller",5.5,64393
tt13405810,movie,Quiz Lady,2023,99,Comedy,6.7,25412
tt13406136,movie,The Princess,2022,94,"Action,Drama,Fantasy",5.7,17230
tt1340800,movie,Tinker Tailor Soldier Spy,2011,127,"Drama,Mystery,Thriller",7.0,227083
tt1341167,movie,Four Lions,2010,97,"Comedy,Crime,Drama",7.3,91456
tt1341188,movie,How Do You Know,2010,121,"Comedy,Drama,Romance",5.4,57736
tt1341338,movie,"Good Luck, Have Fun, Don't Die",2025,134,"Action,Adventure,Comedy",7.0,59074
tt1341710,movie,The Shrine,2010,85,Horror,5.5,14842
tt13421498,movie,The Lost King,2022,108,"Biography,Drama",6.7,10706
tt13423846,movie,321 Action,2020,100,Drama,1.0,10328
tt13429362,movie,In the Earth,2021,107,"Drama,Horror,Mystery",5.1,12911
tt13429870,movie,Robot Dreams,2023,103,"Animation,Comedy,Drama",7.6,25233
tt13430858,movie,What's Love Got to Do with It?,2022,108,"Comedy,Drama,Romance",6.3,12573
tt1343092,movie,The Great Gatsby,2013,143,"Drama,Romance",7.2,645104
tt1343097,movie,The Girl Who Kicked the Hornet's Nest,2009,147,"Crime,Drama,Mystery",7.3,77754
tt13433802,movie,A Quiet Place: Day One,2024,99,"Drama,Horror,Sci-Fi",6.3,178928
tt1343703,movie,Fortress of War,2010,138,"Action,Drama,War",7.4,11248
tt1343727,movie,Dredd,2012,95,"Action,Crime,Sci-Fi",7.1,313198
tt13446168,movie,The Medium,2021,130,"Drama,Horror,Mystery",6.5,18614
tt13449624,movie,Jug Jugg Jeeyo,2022,148,"Comedy,Drama,Family",6.1,43487
tt13451410,movie,Dhadak 2,2025,142,"Drama,Mystery,Romance",6.8,20534
tt13452446,movie,Damsel,2024,110,"Action,Adventure,Fantasy",6.1,120540
tt13453006,movie,Red Rocket,2021,130,"Comedy,Drama,Romance",7.1,43473
tt13456318,movie,Persuasion,2022,108,"Comedy,Drama,Romance",5.8,40660
tt1345777,movie,Ishqiya,2010,118,"Comedy,Drama,Romance",7.3,11440
tt1345836,movie,The Dark Knight Rises,2012,164,"Crime,Thriller",8.4,2003606
tt13468976,movie,Aaraattu,2022,167,"Action,Comedy",3.7,10604
tt1347521,movie,I Saw the Sun,2009,114,Drama,6.6,11813
tt13491110,movie,Antim: The Final Truth,2021,138,"Action,Crime,Drama",6.0,43421
tt13491678,movie,72 Hoorain,2019,80,"Crime,Drama,Thriller",6.9,16481
tt1349451,movie,Butter,2011,90,"Comedy,Drama",6.2,23242
tt13507778,movie,No Man of God,2021,100,"Biography,Crime,Drama",6.4,10466
tt13510660,movie,Dhamaka,2021,103,"Action,Crime,Drama",6.7,44050
tt1351685,movie,Jack the Giant Slayer,2013,114,"Action,Adventure,Fantasy",6.3,155847
tt13521006,movie,Beau Is Afraid,2023,179,"Comedy,Drama,Horror",6.6,79305
tt1352824,movie,Chloe,2009,96,"Drama,Mystery,Thriller",6.2,83427
tt13529034,movie,Meenakshi Sundareshwar,2021,140,"Comedy,Romance",6.6,19089
tt13539646,movie,The Wandering Earth II,2023,173,"Action,Adventure,Drama",6.7,16528
tt1355546,movie,Ayan,2009,162,"Action,Crime,Drama",7.7,12717
tt1355630,movie,If I Stay,2014,107,"Comedy,Drama,Fantasy",6.7,131553
tt1355631,movie,The Infiltrator,2016,127,"Biography,Crime,Drama",7.0,85262
tt1355644,movie,Passengers,2016,116,"Drama,Romance,Sci-Fi",7.0,500252
tt1355683,movie,Black Mass,2015,123,"Biography,Crime,Drama",6.8,202798
tt13560574,movie,X,2022,105,"Horror,Mystery,Thriller",6.5,225330
tt1356864,movie,I'm Still Here,2010,108,"Comedy,Drama,Music",6.1,24988
tt13570066,movie,Desert Warrior,2025,127,"Action,Adventure,Drama",4.2,11683
tt13575806,movie,Back to the Outback,2021,95,"Adventure,Animation,Comedy",6.5,12740
tt13586204,movie,MobKing,2023,89,"Drama,Thriller",5.2,24770
tt13603966,movie,Heart of Stone,2023,122,"Action,Crime,Thriller",5.7,68725
tt1360860,movie,About Elly,2009,119,"Drama,Mystery",7.9,61255
tt13610562,movie,The Bubble,2022,126,Comedy,4.7,30562
tt1361318,movie,Good People,2014,90,"Action,Adventure,Crime",5.5,17975
tt1361336,movie,Tom & Jerry,2021,101,"Adventure,Animation,Comedy",5.3,43458
tt1362058,movie,Cockneys vs Zombies,2012,88,"Action,Comedy,Horror",5.9,21292
tt13622970,movie,Moana 2,2024,100,"Adventure,Animation,Comedy",6.3,127205
tt13634480,movie,The Ice Age Adventures of Buck Wild,2022,82,"Adventure,Animation,Comedy",4.4,20250
tt13638858,movie,What You Wish For,2023,101,"Horror,Thriller",6.7,13265
tt13640696,movie,See How They Run,2022,98,"Comedy,Crime,Mystery",6.5,74145
tt1365050,movie,Beasts of No Nation,2015,137,"Drama,War",7.7,91712
tt13650600,movie,Emergency,2022,105,"Comedy,Drama,Thriller",6.2,10828
tt13650700,movie,A Big Bold Beautiful Journey,2025,109,"Drama,Fantasy,Romance",6.0,22766
tt13650814,movie,Borderline,2025,94,"Comedy,Horror,Thriller",5.5,10249
tt13651628,movie,Belle,2021,121,"Adventure,Animation,Drama",7.0,20659
tt13651794,movie,May December,2023,117,"Comedy,Drama",6.7,73386
tt13652286,movie,Fight or Flight,2024,102,"Action,Comedy",6.4,27655
tt13654226,movie,The Gorge,2025,128,"Action,Adventure,Horror",6.7,174700
tt13655120,movie,I.S.S.,2023,95,"Sci-Fi,Thriller",5.3,15074
tt1365519,movie,Tomb Raider,2018,119,"Action,Adventure,Fantasy",6.3,242804
tt1366344,movie,The Sitter,2011,81,Comedy,5.6,75077
tt1366365,movie,The Cold Light of Day,2012,93,"Action,Adventure,Thriller",4.9,41342
tt13664684,movie,Karthikeya 2,2022,150,"Action,Adventure,Fantasy",7.8,65194
tt13669038,movie,Women Talking,2022,104,Drama,6.9,83861
tt1368116,movie,Merantau Warrior,2009,134,"Action,Drama,Thriller",6.7,12070
tt13694628,movie,Nitram,2021,112,"Crime,Drama,Thriller",7.1,13100
tt1369706,movie,The Ward,2010,89,"Horror,Mystery,Thriller",5.5,47526
tt1371111,movie,Cloud Atlas,2012,172,"Drama,Mystery,Sci-Fi",7.3,387248
tt1371150,movie,This Is Where I Leave You,2014,103,"Comedy,Drama",6.7,95507
tt1371155,movie,Made in Dagenham,2010,113,"Comedy,Drama,History",7.1,16655
tt1372686,movie,Coriolanus,2011,123,"Drama,Thriller,War",6.1,34988
tt1373156,movie,Karthik Calling Karthik,2010,135,"Drama,Mystery,Romance",7.2,16785
tt1373215,movie,Recep Ivedik 2,2009,107,Comedy,4.6,25014
tt1374989,movie,Pride and Prejudice and Zombies,2016,108,"Action,Comedy,Fantasy",5.8,64706
tt1374992,movie,Upside Down,2012,109,"Drama,Romance,Sci-Fi",6.3,75961
tt13751694,movie,Animal,2023,204,"Action,Crime,Drama",6.2,116748
tt1375666,movie,Inception,2010,148,"Adventure,Sci-Fi,Thriller",8.8,2830293
tt1375670,movie,Grown Ups,2010,102,Comedy,6.0,315039
tt1375789,movie,Race 2,2013,150,"Action,Crime,Thriller",5.4,18547
tt1379177,movie,The Disappearance of Alice Creed,2009,100,"Crime,Thriller",6.7,28487
tt1379182,movie,Dogtooth,2009,97,"Drama,Thriller",7.1,123751
tt13793230,movie,Jaadugar,2022,167,"Comedy,Drama,Fantasy",6.8,12294
tt13795296,movie,Thank God,2022,121,Comedy,5.6,13087
tt13804084,movie,Justice Society: World War II,2021,84,"Action,Adventure,Animation",6.4,10466
tt1381404,movie,The Company You Keep,2012,125,"Drama,Thriller",6.4,37522
tt13818368,movie,Fighter,2024,166,"Action,Drama",6.1,54263
tt13833688,movie,The Whale,2022,117,Drama,7.6,304835
tt13841850,movie,Men,2022,100,"Drama,Fantasy,Horror",6.0,79849
tt1385824,movie,13B: Fear Has a New Address,2009,146,"Horror,Mystery,Thriller",7.4,11027
tt1385826,movie,The Adjustment Bureau,2011,106,"Crime,Drama,Mystery",7.0,283477
tt1385867,movie,Cop Out,2010,107,"Action,Comedy,Crime",5.5,92645
tt1385912,movie,I Can Do Bad All by Myself,2009,113,"Comedy,Drama",4.8,11232
tt1386588,movie,The Other Guys,2010,107,"Action,Comedy,Crime",6.7,310734
tt1386691,movie,Shimmer Lake,2017,86,"Action,Comedy,Crime",6.3,17898
tt1386697,movie,Suicide Squad,2016,123,"Action,Adventure,Fantasy",5.9,761744
tt1386703,movie,Total Recall,2012,118,"Action,Adventure,Sci-Fi",6.2,276808
tt1386925,movie,The Dead,2010,105,"Action,Adventure,Drama",5.7,10026
tt1386932,movie,Ip Man 2,2010,108,"Action,Biography,Drama",7.5,117114
tt13872248,movie,The Sadness,2021,99,"Horror,Thriller",6.5,27041
tt13873302,movie,Against the Ice,2022,102,"Adventure,Drama,History",6.5,31992
tt13880104,movie,Happening,2021,100,Drama,7.4,13979
tt1388418,movie,Deportees,2007,107,"Action,Comedy,Drama",5.1,10581
tt13885320,movie,India Lockdown,2022,117,Drama,7.1,10385
tt13885428,movie,Anweshippin Kandethum,2024,142,"Crime,Drama,Mystery",7.4,12531
tt1389072,movie,Downsizing,2017,135,"Drama,Fantasy,Sci-Fi",5.8,138075
tt1389096,movie,Stand Up Guys,2012,95,"Comedy,Crime,Thriller",6.4,59787
tt1389127,movie,Texas Killing Fields,2011,105,"Crime,Drama,History",5.7,23810
tt1389137,movie,We Bought a Zoo,2011,124,"Comedy,Drama,Family",7.0,161130
tt1390411,movie,In the Heart of the Sea,2015,122,"Action,Adventure,Biography",6.9,159631
tt1390535,movie,The Final,2010,93,"Horror,Thriller",5.3,12729
tt1391034,movie,And Soon the Darkness,2010,91,"Drama,Horror,Mystery",5.1,19602
tt1391137,movie,Why Did I Get Married Too?,2010,121,"Comedy,Drama,Romance",4.8,10857
tt13912632,movie,Sanak,2021,116,"Action,Thriller",6.6,11330
tt13919802,movie,Anek,2022,147,"Action,Drama,Sport",6.3,22876
tt1392170,movie,The Hunger Games,2012,142,"Action,Adventure,Sci-Fi",7.2,1085833
tt1392190,movie,Mad Max: Fury Road,2015,120,"Action,Adventure,Sci-Fi",8.1,1210945
tt1392197,movie,Marmaduke,2010,87,"Comedy,Family",4.4,18837
tt1392214,movie,Prisoners,2013,153,"Crime,Drama,Mystery",8.2,942678
tt13923084,movie,Boy Kills World,2023,111,"Action,Adventure,Comedy",6.4,40827
tt13923456,movie,Mafia Mamma,2023,101,"Action,Comedy,Crime",5.5,14229
tt13927994,movie,Salaar,2023,175,"Action,Crime,Drama",6.7,79161
tt1393746,movie,Aftershock,2010,135,"Drama,History",7.5,10277
tt1395054,movie,Once Upon a Time in Mumbaai,2010,134,"Action,Crime,Drama",7.4,21350
tt13957560,movie,Dumb Money,2023,105,"Biography,Comedy,Drama",6.8,63475
tt1396218,movie,Mr. Popper's Penguins,2011,94,"Comedy,Family,Fantasy",6.0,113190
tt1396226,movie,Twice Born,2012,127,"Drama,Romance,War",7.3,18050
tt13964390,movie,Under Paris,2024,104,"Action,Horror,Sci-Fi",5.2,40057
tt13964560,movie,The Astronaut,2025,90,"Horror,Sci-Fi,Thriller",4.8,10943
tt1396484,movie,It,2017,135,Horror,7.3,700960
tt13968674,movie,Fingernails,2023,113,"Drama,Romance,Sci-Fi",5.8,10685
tt1397280,movie,Taken 2,2012,92,"Action,Crime,Thriller",6.2,337675
tt1397514,movie,Journey 2: The Mysterious Island,2012,94,"Action,Adventure,Comedy",5.7,121490
tt13978306,movie,Brazen,2022,94,"Crime,Drama,Mystery",4.2,14842
tt1398426,movie,Straight Outta Compton,2015,147,"Biography,Drama,History",7.8,234628
tt13984924,movie,Fauci,2021,104,"Biography,Documentary,History",6.5,12921
tt13989030,movie,The Royal Treatment,2022,96,"Comedy,Family,Romance",5.3,12815
tt1399103,movie,Transformers: Dark of the Moon,2011,154,"Action,Adventure,Comedy",6.2,457353
tt1399683,movie,Winter's Bone,2010,100,"Crime,Drama,Mystery",7.1,158217
tt14002046,movie,Bheeshma Parvam,2022,144,"Action,Crime,Drama",7.5,15716
tt1401113,movie,Dante's Inferno: An Animated Epic,2010,88,"Action,Adventure,Animation",6.5,11243
tt1401143,movie,Rare Exports,2010,84,"Adventure,Fantasy,Horror",6.6,35589
tt1401152,movie,Unknown,2011,113,"Action,Mystery,Thriller",6.8,276856
tt1402488,movie,Happy Feet Two,2011,100,"Adventure,Animation,Comedy",5.8,51069
tt14030816,movie,Baghead,2023,94,"Horror,Mystery,Thriller",5.4,15796
tt1403177,movie,Hesher,2010,106,"Comedy,Drama",6.9,55776
tt1403214,movie,Paradise: Love,2012,120,Drama,7.0,10912
tt1403241,movie,Wolves,2014,91,"Action,Fantasy,Horror",5.3,11131
tt14033502,movie,Bad Luck Banging or Loony Porn,2021,106,"Comedy,Drama",6.5,12012
tt14034966,movie,Wheel of Fortune and Fantasy,2021,121,"Drama,Romance",7.5,11397
tt1403865,movie,True Grit,2010,110,"Drama,Western",7.6,377419
tt14039582,movie,Drive My Car,2021,179,Drama,7.5,77230
tt1403981,movie,Remember Me,2010,113,"Drama,Romance",7.1,164680
tt1403988,movie,The Romantics,2010,95,"Comedy,Drama,Romance",5.0,12869
tt14042066,movie,Dobaaraa,2022,132,"Drama,Fantasy,Mystery",4.9,21530
tt1405365,movie,Celeste & Jesse Forever,2012,92,"Comedy,Drama,Romance",6.6,35212
tt14056466,movie,Yudhra,2024,142,"Action,Drama,Thriller",4.9,13937
tt1405810,movie,Loose Cannons,2010,110,"Comedy,Drama,Romance",7.2,14113
tt14060094,movie,Blacklight,2022,104,"Action,Drama,Thriller",4.9,28972
tt14060232,movie,Infinite Storm,2022,97,"Drama,Thriller",5.3,12863
tt1407049,movie,Altitude,2010,90,"Horror,Mystery,Sci-Fi",4.8,10966
tt1407061,movie,Just Wright,2010,100,"Comedy,Romance,Sport",6.0,16767
tt1407084,movie,Twelve,2010,93,"Action,Drama,Thriller",5.6,12966
tt14079374,movie,14 Peaks: Nothing Is Impossible,2021,101,"Adventure,Documentary,Sport",7.7,33891
tt1408101,movie,Star Trek Into Darkness,2013,132,"Action,Adventure,Sci-Fi",7.7,511133
tt1408253,movie,Ride Along,2014,99,"Action,Comedy,Crime",6.1,129735
tt14088510,movie,Tarot,2024,92,Horror,4.8,40028
tt1409024,movie,Men in Black 3,2012,106,"Action,Adventure,Comedy",6.8,413228
tt14099334,movie,Bhediya,2022,156,"Comedy,Horror,Thriller",6.7,29192
tt1410051,movie,Retreat,2011,90,"Drama,Horror,Thriller",5.8,14463
tt1410063,movie,The Flowers of War,2011,146,"Drama,History,Romance",7.5,58528
tt14107334,movie,The Running Man,2025,133,"Action,Adventure,Sci-Fi",6.4,114000
tt14107554,movie,Dasvi,2022,125,"Comedy,Drama",7.3,62705
tt14109724,movie,Ticket to Paradise,2022,104,"Comedy,Drama,Romance",6.1,81863
tt1411238,movie,No Strings Attached,2011,108,"Comedy,Romance",6.2,255870
tt1411250,movie,Riddick,2013,119,"Action,Adventure,Sci-Fi",6.4,186989
tt14114802,movie,The Outfit,2022,105,"Crime,Drama,Mystery",7.2,87220
tt1411664,movie,Bucky Larson: Born to Be a Star,2011,97,Comedy,3.4,13567
tt1411697,movie,The Hangover Part II,2011,102,Comedy,6.5,580403
tt1411704,movie,Hop,2011,95,"Adventure,Animation,Comedy",5.4,41257
tt14121726,movie,Jeepers Creepers: Reborn,2022,88,"Horror,Mystery,Thriller",2.6,17479
tt14123284,movie,Havoc,2025,107,"Action,Crime,Drama",5.6,70129
tt1412386,movie,The Best Exotic Marigold Hotel,2011,124,"Comedy,Drama,Romance",7.2,104114
tt14124080,movie,The Great Escaper,2023,96,"Biography,Comedy,Drama",7.0,10445
tt1412528,movie,Table 19,2017,87,"Comedy,Drama,Romance",5.8,33759
tt14128670,movie,Kimi,2022,89,"Crime,Drama,Mystery",6.3,43598
tt1413492,movie,12 Strong,2018,130,"Action,Drama,History",6.6,101177
tt1413495,movie,Paranoia,2013,106,"Drama,Thriller",5.6,40380
tt14138650,movie,The Pale Blue Eye,2022,128,"Crime,Horror,Mystery",6.6,142021
tt14142060,movie,Rental Family,2025,109,"Comedy,Drama",7.6,60188
tt1414382,movie,You Again,2010,105,"Comedy,Romance",5.8,56948
tt14145426,movie,Beavis and Butt-Head Do the Universe,2022,87,"Animation,Comedy,Sci-Fi",7.0,14818
tt14145436,movie,Pet Sematary: Bloodlines,2023,87,"Fantasy,Horror",4.6,14158
tt14152140,movie,Darlings,2022,133,"Comedy,Drama,Thriller",6.7,23436
tt14152756,movie,Seaspiracy,2021,89,"Adventure,Documentary",8.1,35703
tt1415283,movie,Nanny McPhee and the Big Bang,2010,109,"Comedy,Family,Fantasy",6.1,40174
tt14153080,movie,A Good Person,2023,128,Drama,7.1,29269
tt14160834,movie,Rustin,2023,106,"Biography,Drama,History",6.5,14802
tt1416801,movie,Kill the Irishman,2011,106,"Action,Biography,Crime",7.0,54785
tt14168118,movie,7 Prisoners,2021,93,"Crime,Drama",7.1,10464
tt1417075,movie,In Darkness,2011,145,"Drama,War",7.3,11547
tt14174940,movie,Interceptor,2022,99,"Action,Adventure,Drama",4.7,29869
tt14176542,movie,Bardo: False Chronicle of a Handful of Truths,2022,159,"Comedy,Drama",6.7,16555
tt14181714,movie,The Bluff,2026,103,"Action,Adventure,Drama",5.8,18478
tt14181816,movie,Maggie Moore(s),2023,99,"Comedy,Crime,Mystery",6.2,10862
tt1418377,movie,"I, Frankenstein",2014,92,"Action,Fantasy,Sci-Fi",5.1,86454
tt14205554,movie,KPop Demon Hunters,2025,95,"Action,Adventure,Animation",7.4,137907
tt14208870,movie,The Fabelmans,2022,151,"Biography,Drama",7.5,135833
tt14209560,movie,Bheemla Nayak,2022,130,"Action,Drama,Thriller",6.2,10768
tt14209618,movie,Game Changer,2025,165,"Action,Drama,Thriller",5.1,29042
tt14209916,movie,Cocaine Bear,2023,95,"Comedy,Crime,Thriller",5.9,127340
tt1421051,movie,Somewhere,2010,97,"Comedy,Drama,Romance",6.3,48745
tt14217100,movie,Ferry,2021,106,"Action,Crime,Drama",7.0,15260
tt1422020,movie,Dog Pound,2010,91,"Crime,Drama",7.0,14508
tt1422032,movie,Even the Rain,2010,103,"Drama,History",7.4,15561
tt1422136,movie,A Lonely Place to Die,2011,99,"Crime,Thriller",6.2,32283
tt14225838,movie,Io Capitano,2023,121,"Adventure,Drama",7.6,18001
tt14227048,movie,Family Switch,2023,106,"Comedy,Family,Fantasy",5.7,33570
tt14230388,movie,Asteroid City,2023,105,"Comedy,Drama,Romance",6.4,145613
tt14230458,movie,Poor Things,2023,141,"Comedy,Drama,Romance",7.7,415924
tt1423894,movie,Barney's Version,2010,134,"Comedy,Drama",7.3,27433
tt1423995,movie,Stone,2010,105,"Drama,Mystery,Thriller",5.4,44100
tt1424310,movie,Chinese Zodiac,2012,109,"Action,Adventure,Comedy",6.0,26351
tt1424381,movie,Predators,2010,107,"Action,Adventure,Sci-Fi",6.4,263366
tt1424432,movie,Senna,2010,106,"Biography,Documentary,Sport",8.4,83833
tt1424797,movie,I Killed My Mother,2009,96,"Drama,Romance",7.4,32741
tt14253846,movie,Speak No Evil,2022,97,"Drama,Horror,Mystery",6.7,64715
tt14257582,movie,Wolfs,2024,108,"Action,Comedy,Crime",6.5,105590
tt14260836,movie,Better Man,2024,135,"Biography,Fantasy,Music",7.5,46447
tt1426329,movie,Lovelace,2013,93,"Biography,Drama",6.2,44767
tt14263856,movie,Last the Night,2022,88,"Horror,Thriller",4.7,11067
tt1427298,movie,The Human Race,2013,87,"Action,Adventure,Drama",4.9,11252
tt14279982,movie,HIT: The 2nd Case,2022,150,"Crime,Drama,Mystery",7.2,11952
tt1428538,movie,Hansel & Gretel: Witch Hunters,2013,88,"Action,Fantasy,Horror",6.1,227256
tt14295590,movie,Mrs. Chatterjee vs. Norway,2023,144,"Biography,Drama",7.3,11273
tt14298328,movie,Look Both Ways,2022,110,"Comedy,Drama,Fantasy",6.3,27343
tt1430132,movie,The Wolverine,2013,126,"Action,Sci-Fi",6.7,525281
tt1430607,movie,Arthur Christmas,2011,97,"Adventure,Animation,Comedy",7.1,73826
tt1430612,movie,Brick Mansions,2014,90,"Action,Adventure,Crime",5.6,45843
tt1430615,movie,Big Miracle,2012,107,"Biography,Drama,Romance",6.5,21317
tt1430626,movie,The Pirates! Band of Misfits,2012,88,"Action,Adventure,Animation",6.7,54510
tt14308636,movie,Bank of Dave,2023,107,"Biography,Comedy,Drama",7.1,17121
tt14309446,movie,Me Time,2022,101,Comedy,5.1,45819
tt1431045,movie,Deadpool,2016,108,"Action,Comedy,Sci-Fi",8.0,1259218
tt1431181,movie,Another Year,2010,129,"Comedy,Drama",7.4,32258
tt14315756,movie,Single All the Way,2021,99,"Comedy,Drama,Romance",6.2,21908
tt14324650,movie,"Batman: The Long Halloween, Part One",2021,85,"Action,Animation,Crime",7.3,22964
tt1433108,movie,Faster,2010,98,"Action,Crime,Drama",6.4,117370
tt14331144,movie,Jujutsu Kaisen 0,2021,112,"Action,Animation,Fantasy",7.8,64556
tt1433207,movie,The Details,2011,101,"Comedy,Drama",6.1,10316
tt1433810,movie,Mumbai Diaries,2010,100,Drama,7.0,14343
tt1433811,movie,Disconnect,2012,115,"Crime,Drama,Mystery",7.5,80369
tt1433822,movie,The Apparition,2012,82,"Horror,Thriller",4.1,21216
tt14339846,movie,Mrs Undercover,2023,107,"Action,Comedy,Thriller",5.6,10057
tt1434435,movie,Mother's Day,2010,112,"Drama,Horror,Thriller",6.2,19512
tt1434447,movie,Rocket Singh: Salesman of the Year,2009,150,"Comedy,Drama",7.5,25155
tt14349032,movie,The Good Neighbor,2022,106,"Crime,Mystery,Thriller",6.0,16769
tt14351082,movie,Cabrini,2024,142,"Biography,Drama,History",7.3,10140
tt1435513,movie,Hysteria,2011,100,"Biography,Comedy,Romance",6.7,34188
tt1436045,movie,13 Assassins,2010,141,"Action,Adventure,Drama",7.5,71974
tt14362112,movie,Trolls Band Together,2023,91,"Adventure,Animation,Comedy",6.0,20210
tt14364480,movie,Wake Up Dead Man,2025,144,"Comedy,Crime,Drama",7.3,248747
tt1436562,movie,Rio,2011,96,"Adventure,Animation,Comedy",6.9,274818
tt1436568,movie,Assassination Games,2011,101,"Action,Crime,Drama",6.1,19214
tt14369780,movie,Lady Chatterley's Lover,2022,126,"Drama,Romance",6.6,28050
tt14371860,movie,Apartment 7A,2024,107,"Horror,Thriller",5.9,20826
tt14371878,movie,Lift,2024,107,"Action,Comedy,Crime",5.6,53024
tt1437358,movie,Sleep Tight,2011,102,"Crime,Drama,Thriller",7.2,50076
tt14376344,movie,Cha Cha Real Smooth,2022,107,"Comedy,Drama",7.3,31577
tt1438173,movie,Bait,2012,93,"Action,Fantasy,Horror",5.2,21206
tt1438176,movie,Fright Night,2011,106,"Action,Comedy,Drama",6.4,120001
tt1438254,movie,Charlie St. Cloud,2010,99,"Drama,Fantasy,Romance",6.4,66599
tt1438298,movie,Guzaarish,2010,126,"Drama,Romance",7.4,20918
tt1439572,movie,Perfect Sense,2011,92,"Drama,Romance,Sci-Fi",7.0,67338
tt14400246,movie,Bird Box: Barcelona,2023,112,"Horror,Mystery,Sci-Fi",5.3,29423
tt1440129,movie,Battleship,2012,131,"Action,Adventure,Sci-Fi",5.8,270414
tt1440161,movie,A Little Bit of Heaven,2011,106,"Comedy,Drama,Fantasy",6.3,30803
tt14402146,movie,Empire of Light,2022,115,"Drama,Romance",6.7,27446
tt1440232,movie,Little White Lies,2010,154,"Comedy,Drama",7.1,28415
tt1440266,movie,Pina,2011,103,"Documentary,Music",7.6,16739
tt1440292,movie,Submarine,2010,97,"Comedy,Drama,Romance",7.3,101317
tt14402926,movie,"Batman: The Long Halloween, Part Two",2021,87,"Action,Animation,Crime",7.2,19524
tt1440345,movie,This Must Be the Place,2011,118,"Adventure,Comedy,Drama",6.7,38838
tt14403504,movie,Last Breath,2025,93,"Drama,Thriller",6.6,38152
tt1440728,movie,The American,2010,105,"Crime,Drama,Thriller",6.3,106954
tt1440732,movie,Bel Ami,2012,102,"Crime,Drama,History",5.4,19912
tt14407336,movie,The Beast,2023,146,"Drama,Romance,Sci-Fi",6.4,12368
tt1441326,movie,Martha Marcy May Marlene,2011,102,"Drama,Mystery,Thriller",6.8,58841
tt1441395,movie,Under the Skin,2013,108,"Drama,Horror,Mystery",6.3,171767
tt14415204,movie,Never Let Go,2024,101,"Horror,Mystery,Thriller",5.4,19800
tt14416430,movie,Paradox Effect,2024,87,Action,5.9,11948
tt14418234,movie,State of Siege: Temple Attack,2021,110,"Action,Drama,Thriller",7.5,10482
tt1441912,movie,The Way,2010,123,"Comedy,Drama",7.3,38383
tt1441940,movie,Broken,2012,91,"Drama,Romance",7.2,15825
tt1441951,movie,Quartet,2012,98,"Comedy,Drama,Music",6.8,22270
tt1441952,movie,Salmon Fishing in the Yemen,2011,107,"Comedy,Drama,Romance",6.8,69150
tt1441953,movie,Testament of Youth,2014,129,"Biography,Drama,History",7.2,31949
tt1442519,movie,The Hedgehog,2009,100,Drama,7.3,10211
tt14438964,movie,Goodbye,2022,130,"Comedy,Drama,Family",6.8,12653
tt14439896,movie,Father Stu,2022,124,"Biography,Drama,Sport",6.5,36437
tt14444726,movie,Tár,2022,158,"Drama,Music",7.4,110074
tt14454876,movie,Golda,2023,100,"Biography,Drama,History",6.0,15446
tt14456350,movie,About Fate,2022,103,"Comedy,Romance",6.4,15513
tt14458442,movie,The Son,2022,123,Drama,6.5,21053
tt1446192,movie,Rise of the Guardians,2012,97,"Action,Adventure,Animation",7.2,210017
tt14463484,movie,Through My Window,2022,116,"Comedy,Drama,Romance",5.5,25720
tt1446714,movie,Prometheus,2012,124,"Adventure,Sci-Fi",7.0,702483
tt1447500,movie,Magadheera,2009,166,"Action,Drama,Fantasy",7.7,28304
tt1447508,movie,Peepli Live,2010,95,"Comedy,Drama",7.4,13250
tt1447972,movie,StreetDance 3D,2010,98,"Drama,Music,Romance",5.8,11955
tt1448754,movie,Thanksgiving,2023,106,"Horror,Mystery,Thriller",6.2,81294
tt1448755,movie,Killer Elite,2011,116,"Action,Crime,Thriller",6.4,141402
tt1449283,movie,Winnie the Pooh,2011,63,"Adventure,Animation,Comedy",7.1,31060
tt14500584,movie,Beyond the Infinite Two Minutes,2020,70,"Comedy,Sci-Fi",7.2,11061
tt14502344,movie,They/Them,2022,104,"Drama,Horror,Mystery",4.0,13868
tt1450321,movie,Filth,2013,97,"Action,Comedy,Crime",7.0,122605
tt14506528,movie,Along for the Ride,2022,106,"Drama,Romance",6.2,11760
tt14509110,movie,No One Will Save You,2023,93,"Horror,Mystery,Sci-Fi",6.2,80248
tt14512538,movie,Roadrunner: A Film About Anthony Bourdain,2021,119,Documentary,7.7,11414
tt14513804,movie,Captain America: Brave New World,2025,118,"Action,Adventure,Sci-Fi",5.6,184733
tt1451409,movie,Pokkiri,2007,161,"Action,Crime,Thriller",7.6,15014
tt1452628,movie,Vanishing on 7th Street,2010,92,"Horror,Mystery,Thriller",4.9,28383
tt1453405,movie,Monsters University,2013,104,"Adventure,Animation,Comedy",7.2,426980
tt14537248,movie,Nefarious,2023,97,"Drama,Horror,Thriller",6.4,39777
tt14539740,movie,Godzilla X Kong: The New Empire,2024,115,"Action,Adventure,Fantasy",6.0,136729
tt1454029,movie,The Help,2011,146,Drama,8.1,529957
tt1454468,movie,Gravity,2013,91,"Drama,Sci-Fi,Thriller",7.7,902147
