tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt0099423,movie,Die Hard 2,1990,124,"Action,Thriller",7.2,408009
tt0099426,movie,Bullet in the Head,1990,136,"Action,Crime,Drama",7.5,13304
tt0099472,movie,DuckTales: The Movie - Treasure of the Lost Lamp,1990,74,"Adventure,Animation,Comedy",6.8,30502
tt0099487,movie,Edward Scissorhands,1990,105,"Drama,Fantasy,Romance",7.8,566930
tt0099512,movie,Ernest Goes to Jail,1990,81,"Comedy,Crime,Family",5.5,10720
tt0099528,movie,The Exorcist III,1990,110,"Drama,Horror,Mystery",6.5,42276
tt0099558,movie,Armour of God 2: Operation Condor,1991,80,"Action,Adventure,Comedy",7.2,24827
tt0099582,movie,Flatliners,1990,115,"Drama,Horror,Sci-Fi",6.6,98542
tt0099611,movie,Frankenhooker,1990,85,"Comedy,Horror,Sci-Fi",6.2,17082
tt0099615,movie,The Freshman,1990,102,"Comedy,Crime",6.5,23325
tt0099653,movie,Ghost,1990,126,"Drama,Fantasy,Romance",7.1,257640
tt0099674,movie,The Godfather Part III,1990,162,"Crime,Drama",7.5,457180
tt0099685,movie,GoodFellas,1990,145,"Biography,Crime,Drama",8.7,1398358
tt0099697,movie,Graveyard Shift,1990,86,Horror,5.0,14249
tt0099699,movie,Green Card,1990,107,"Comedy,Drama,Romance",6.3,27634
tt0099700,movie,Gremlins 2: The New Batch,1990,106,"Comedy,Fantasy,Horror",6.5,119694
tt0099703,movie,The Grifters,1990,110,"Crime,Drama,Thriller",6.8,33517
tt0099726,movie,Hamlet,1990,135,Drama,6.7,25114
tt0099731,movie,The Handmaid's Tale,1990,108,"Drama,Romance,Sci-Fi",6.0,12340
tt0099739,movie,Hard to Kill,1990,96,"Action,Crime,Drama",5.8,34626
tt0099740,movie,Hardware,1990,94,"Horror,Sci-Fi,Thriller",6.0,16762
tt0099762,movie,Henry & June,1990,136,"Biography,Drama",6.3,14979
tt0099763,movie,Henry: Portrait of a Serial Killer,1986,83,"Biography,Crime,Drama",7.0,44596
tt0099776,movie,Europa Europa,1990,112,"Drama,History,War",7.5,18686
tt0099785,movie,Home Alone,1990,103,"Comedy,Family",7.8,747956
tt0099797,movie,The Hot Spot,1990,130,"Crime,Drama,Romance",6.4,15541
tt0099800,movie,House Party,1990,100,"Comedy,Music",6.5,18180
tt0099810,movie,The Hunt for Red October,1990,135,"Action,Adventure,Thriller",7.5,231815
tt0099817,movie,I Come in Peace,1990,91,"Action,Crime,Sci-Fi",6.1,16378
tt0099819,movie,I Love You to Death,1990,97,"Comedy,Crime",6.4,16589
tt0099850,movie,Internal Affairs,1990,115,"Crime,Drama,Thriller",6.5,24894
tt0099871,movie,Jacob's Ladder,1990,113,"Drama,Horror,Mystery",7.4,129883
tt0099892,movie,Joe Versus the Volcano,1990,102,"Comedy,Romance",5.9,42285
tt0099938,movie,Kindergarten Cop,1990,111,"Action,Comedy,Crime",6.3,176435
tt0099939,movie,King of New York,1990,103,"Crime,Thriller",6.9,49083
tt0099994,movie,Leatherface: Texas Chainsaw Massacre III,1990,85,"Horror,Thriller",5.0,21951
tt0100024,movie,Life Is Sweet,1990,103,"Comedy,Drama",7.4,12201
tt0100029,movie,Lionheart,1990,108,"Action,Crime,Drama",6.2,43311
tt0100050,movie,Look Who's Talking Too,1990,81,"Comedy,Family,Romance",4.7,51215
tt0100054,movie,Lord of the Flies,1990,90,"Adventure,Drama,Thriller",6.4,35705
tt0100095,movie,Maine Pyar Kiya,1989,192,"Drama,Musical,Romance",7.3,14043
tt0100112,movie,The Hairdresser's Husband,1990,82,"Comedy,Drama,Romance",7.1,11120
tt0100114,movie,Marked for Death,1990,93,"Action,Crime,Drama",5.9,26381
tt0100133,movie,Memphis Belle,1990,107,"Action,Drama,War",6.9,32165
tt0100135,movie,Men at Work,1990,98,"Action,Comedy,Crime",5.9,29547
tt0100140,movie,Mermaids,1990,110,"Comedy,Drama,Romance",6.7,41525
tt0100142,movie,Metropolitan,1990,98,"Comedy,Drama,Romance",7.2,13787
tt0100143,movie,Miami Blues,1990,97,"Comedy,Crime,Drama",6.4,11563
tt0100150,movie,Miller's Crossing,1990,115,"Crime,Drama,Thriller",7.7,148535
tt0100157,movie,Misery,1990,107,"Drama,Thriller",7.8,266533
tt0100168,movie,Mo' Better Blues,1990,130,"Drama,Music,Romance",6.7,15044
tt0100201,movie,Mr. Destiny,1990,116,"Comedy,Fantasy,Romance",6.5,14429
tt0100212,movie,My Blue Heaven,1990,97,"Comedy,Crime",6.3,24140
tt0100224,movie,Narrow Margin,1990,97,"Action,Crime,Thriller",6.6,12074
tt0100232,movie,Navy Seals,1990,113,"Action,Adventure,Thriller",5.6,19787
tt0100234,movie,Close-Up,1990,98,"Biography,Crime,Drama",8.2,27050
tt0100240,movie,The NeverEnding Story II: The Next Chapter,1990,89,"Adventure,Drama,Family",5.1,29101
tt0100258,movie,Night of the Living Dead,1990,92,Horror,6.8,49228
tt0100260,movie,Nightbreed,1990,102,"Action,Fantasy,Horror",6.5,29005
tt0100263,movie,La Femme Nikita,1990,117,"Action,Crime,Drama",7.2,81857
tt0100318,movie,Pacific Heights,1990,102,"Drama,Mystery,Thriller",6.4,25608
tt0100332,movie,Paris Is Burning,1990,78,Documentary,8.2,21447
tt0100395,movie,Postcards from the Edge,1990,101,"Comedy,Drama",6.7,22121
tt0100403,movie,Predator 2,1990,108,"Action,Horror,Sci-Fi",6.3,202909
tt0100404,movie,Presumed Innocent,1990,127,"Mystery,Thriller",6.9,53029
tt0100405,movie,Pretty Woman,1990,119,"Comedy,Romance",7.1,407708
tt0100419,movie,Problem Child,1990,81,"Comedy,Family",5.5,35606
tt0100436,movie,Pump Up the Volume,1990,102,"Comedy,Drama,Music",7.2,33606
tt0100449,movie,Quick Change,1990,89,"Comedy,Crime",6.8,24186
tt0100469,movie,The Reflecting Skin,1990,96,"Drama,Horror,Thriller",6.7,10578
tt0100475,movie,Repossessed,1990,84,"Comedy,Fantasy,Horror",4.8,10943
tt0100477,movie,The Rescuers Down Under,1990,77,"Adventure,Animation,Comedy",6.8,51456
tt0100485,movie,Revenge,1990,124,"Action,Crime,Drama",6.2,22780
tt0100486,movie,Reversal of Fortune,1990,111,"Biography,Drama,Mystery",7.1,21602
tt0100502,movie,RoboCop 2,1990,117,"Action,Crime,Sci-Fi",5.8,100232
tt0100507,movie,Rocky V,1990,104,"Drama,Sport",5.4,162266
tt0100514,movie,The Rookie,1990,120,"Action,Crime,Drama",5.9,31845
tt0100519,movie,Rosencrantz & Guildenstern Are Dead,1990,117,"Comedy,Drama",7.3,25833
tt0100530,movie,The Russia House,1990,123,"Drama,Romance,Thriller",6.1,19791
tt0100594,movie,The Sheltering Sky,1990,138,"Adventure,Drama",6.7,14833
tt0100685,movie,State of Grace,1990,134,"Action,Crime,Drama",7.1,29347
tt0100740,movie,Tales from the Darkside: The Movie,1990,93,"Comedy,Fantasy,Horror",6.2,21062
tt0100758,movie,Teenage Mutant Ninja Turtles,1990,93,"Action,Adventure,Comedy",6.8,112975
tt0100802,movie,Total Recall,1990,113,"Action,Adventure,Sci-Fi",7.5,382713
tt0100814,movie,Tremors,1990,96,"Comedy,Horror",7.2,166556
tt0100828,movie,The Two Jakes,1990,137,"Crime,Drama,Mystery",6.1,15705
tt0100928,movie,White Hunter Black Heart,1990,112,"Adventure,Drama",6.5,14397
tt0100934,movie,Wild Orchid,1989,105,"Drama,Romance",4.5,13732
tt0100935,movie,Wild at Heart,1990,125,"Crime,Drama,Thriller",7.2,111905
tt0100944,movie,The Witches,1990,91,"Adventure,Comedy,Family",6.8,59551
tt0100994,movie,Young Guns II,1990,104,"Action,Drama,Western",6.5,40676
tt0100998,movie,Dreams,1990,119,"Drama,Fantasy",7.7,32904
tt0101026,movie,Tie Me Up! Tie Me Down!,1989,101,"Comedy,Crime,Drama",7.0,33597
tt0101258,movie,Days of Being Wild,1990,94,"Crime,Drama,Romance",7.4,28656
tt0101272,movie,The Addams Family,1991,99,"Comedy,Fantasy",7.0,201889
tt0101316,movie,The Lover,1992,115,"Biography,Drama,Romance",6.8,25404
tt0101318,movie,The Lovers on the Bridge,1991,125,"Drama,Romance",7.6,17394
tt0101329,movie,An American Tail: Fievel Goes West,1991,75,"Adventure,Animation,Comedy",6.5,30318
tt0101393,movie,Backdraft,1991,137,"Action,Drama,Mystery",6.7,94018
tt0101410,movie,Barton Fink,1991,116,"Comedy,Drama,Thriller",7.6,135947
tt0101414,movie,Beauty and the Beast,1991,84,"Animation,Family,Fantasy",8.0,506860
tt0101420,movie,Begotten,1989,72,"Fantasy,Horror",5.5,12799
tt0101428,movie,La belle noiseuse,1991,238,Drama,7.5,10613
tt0101452,movie,Bill & Ted's Bogus Journey,1991,93,"Adventure,Comedy,Fantasy",6.3,85246
tt0101453,movie,Billy Bathgate,1991,106,"Crime,Drama,Thriller",5.9,13582
tt0101458,movie,Until the End of the World,1991,158,"Action,Drama,Sci-Fi",6.8,12577
tt0101507,movie,Boyz n the Hood,1991,112,"Crime,Drama",7.7,169418
tt0101516,movie,Bugsy,1991,136,"Biography,Crime,Drama",6.8,33630
tt0101540,movie,Cape Fear,1991,128,"Crime,Drama,Thriller",7.3,246198
tt0101545,movie,Career Opportunities,1991,83,"Comedy,Romance",5.9,21157
tt0101587,movie,City Slickers,1991,113,"Comedy,Western",6.8,67480
tt0101605,movie,The Commitments,1991,118,"Comedy,Drama,Music",7.6,42994
tt0101615,movie,Cool as Ice,1991,91,"Comedy,Drama,Music",3.0,10823
tt0101627,movie,Critters 3,1991,86,"Comedy,Horror,Sci-Fi",4.5,14452
tt0101635,movie,Curly Sue,1991,101,"Comedy,Drama,Family",5.9,24987
tt0101640,movie,Raise the Red Lantern,1991,125,"Drama,Romance",8.1,38181
tt0101649,movie,Thalapathi,1991,157,"Action,Crime,Drama",8.5,16054
tt0101669,movie,Dead Again,1991,107,"Crime,Drama,Mystery",6.8,32577
tt0101698,movie,Defending Your Life,1991,112,"Comedy,Drama,Fantasy",7.2,23608
tt0101700,movie,Delicatessen,1991,99,"Comedy,Crime",7.5,94525
tt0101701,movie,Delirious,1991,96,"Comedy,Fantasy",5.8,10882
tt0101745,movie,Doc Hollywood,1991,104,"Comedy,Drama,Romance",6.3,42925
tt0101748,movie,Dogfight,1991,94,"Comedy,Drama,Romance",7.3,11347
tt0101757,movie,Don't Tell Mom the Babysitter's Dead,1991,102,Comedy,6.4,40435
tt0101761,movie,The Doors,1991,140,"Biography,Drama,Music",7.2,107436
tt0101764,movie,Double Impact,1991,110,"Action,Crime",5.7,47743
tt0101765,movie,The Double Life of Véronique,1991,98,"Drama,Fantasy,Music",7.6,57231
tt0101775,movie,Drop Dead Fred,1991,103,"Comedy,Drama,Fantasy",6.0,33930
tt0101786,movie,Dutch,1991,107,"Comedy,Drama",6.5,15426
tt0101787,movie,Dying Young,1991,111,"Drama,Romance",6.0,18173
tt0101821,movie,Ernest Scared Stupid,1991,91,"Comedy,Family,Fantasy",5.8,14261
tt0101829,movie,Europa,1991,108,"Crime,Drama,Thriller",7.5,24715
tt0101846,movie,F/X2,1991,108,"Action,Thriller",5.9,11498
tt0101862,movie,Father of the Bride,1991,105,"Comedy,Family,Romance",6.6,93549
tt0101889,movie,The Fisher King,1991,137,"Comedy,Drama,Fantasy",7.5,97053
tt0101912,movie,Frankie and Johnny,1991,118,"Comedy,Drama,Romance",6.8,38714
tt0101917,movie,Freddy's Dead: The Final Nightmare,1991,89,"Fantasy,Horror",4.7,55973
tt0101921,movie,Fried Green Tomatoes,1991,130,Drama,7.7,92385
tt0101969,movie,Grand Canyon,1991,134,"Crime,Drama",6.8,17508
tt0101984,movie,Guilty by Suspicion,1991,105,Drama,6.6,10499
tt0101985,movie,A Brighter Summer Day,1991,237,"Crime,Drama,Romance",8.2,15162
tt0102004,movie,The Hard Way,1991,111,"Action,Comedy,Crime",6.4,24029
tt0102005,movie,Harley Davidson and the Marlboro Man,1991,98,"Action,Crime,Drama",6.1,25283
tt0102015,movie,Hearts of Darkness: A Filmmaker's Apocalypse,1991,96,Documentary,8.1,25865
tt0102034,movie,Highlander II: The Quickening,1991,91,"Action,Adventure,Drama",4.2,50635
tt0102057,movie,Hook,1991,142,"Adventure,Comedy,Family",6.8,292706
tt0102059,movie,Hot Shots!,1991,85,"Action,Comedy",6.7,125390
tt0102070,movie,Hudson Hawk,1991,100,"Action,Adventure,Comedy",5.7,64814
tt0102116,movie,The Indian Runner,1991,127,Drama,6.9,10401
tt0102138,movie,JFK,1991,189,"Drama,History,Thriller",8.0,182346
tt0102164,movie,Johnny Stecchino,1991,102,"Comedy,Crime,Romance",7.2,12444
tt0102175,movie,Jungle Fever,1991,132,"Drama,Romance",6.6,21078
tt0102181,movie,Kafka,1991,98,"Drama,Mystery,Sci-Fi",6.8,11122
tt0102216,movie,King Ralph,1991,97,"Comedy,Romance",5.4,17937
tt0102250,movie,L.A. Story,1991,95,"Comedy,Drama,Fantasy",6.7,34821
tt0102266,movie,The Last Boy Scout,1991,105,"Action,Comedy,Crime",7.0,121089
tt0102293,movie,Riki-Oh: The Story of Ricky,1991,91,"Action,Comedy,Crime",7.0,16662
tt0102303,movie,Life Stinks,1991,92,Comedy,5.9,12450
tt0102307,movie,Light Sleeper,1992,103,"Crime,Drama",6.9,11425
tt0102316,movie,Little Man Tate,1991,99,Drama,6.6,17933
tt0102343,movie,Love Potion No. 9,1992,92,"Comedy,Fantasy,Romance",5.7,16114
tt0102370,movie,Madonna: Truth or Dare,1991,120,"Documentary,Music",6.5,10533
tt0102388,movie,The Man in the Moon,1991,99,"Drama,Romance",7.2,21705
tt0102426,movie,Mediterraneo,1991,96,"Comedy,Drama,War",7.4,17810
tt0102443,movie,A Midnight Clear,1992,108,"Drama,War",7.1,10667
tt0102460,movie,Mobsters,1991,104,"Crime,Drama",5.9,10293
tt0102469,movie,Mortal Thoughts,1991,103,"Mystery,Thriller",5.8,10562
tt0102492,movie,My Girl,1991,102,"Comedy,Drama,Family",6.9,98487
tt0102494,movie,My Own Private Idaho,1991,104,Drama,6.9,67416
tt0102510,movie,The Naked Gun 2½: The Smell of Fear,1991,85,"Comedy,Crime",6.9,141981
tt0102511,movie,Naked Lunch,1991,115,"Drama,Mystery",6.9,61071
tt0102517,movie,Necessary Roughness,1991,108,"Comedy,Sport",6.2,13967
tt0102526,movie,New Jack City,1991,97,"Action,Crime,Drama",6.7,42465
tt0102536,movie,Night on Earth,1991,129,"Comedy,Drama",7.6,71355
tt0102555,movie,Not Without My Daughter,1991,116,"Drama,Thriller",6.6,17718
tt0102558,movie,Nothing But Trouble,1991,94,"Adventure,Comedy",5.2,30371
tt0102587,movie,Only Yesterday,1991,119,"Animation,Drama,Romance",7.6,42608
tt0102592,movie,One False Move,1991,105,"Crime,Drama,Thriller",7.1,16583
tt0102598,movie,Only the Lonely,1991,104,"Comedy,Romance",6.4,13493
tt0102603,movie,Oscar,1991,109,"Comedy,Crime",6.5,36939
tt0102609,movie,Other People's Money,1991,103,"Comedy,Drama,Romance",6.2,10150
tt0102614,movie,Out for Justice,1991,91,"Action,Crime,Drama",6.1,28041
tt0102685,movie,Point Break,1991,122,"Action,Crime,Thriller",7.3,226701
tt0102713,movie,The Prince of Tides,1991,132,"Drama,Romance",6.8,21523
tt0102719,movie,Problem Child 2,1991,90,"Comedy,Family",5.0,25250
tt0102744,movie,Quigley Down Under,1990,119,"Action,Adventure,Drama",6.9,27425
tt0102768,movie,Regarding Henry,1991,108,"Drama,Romance",6.7,36322
tt0102782,movie,Return to the Blue Lagoon,1991,102,"Adventure,Drama,Romance",5.2,23378
tt0102789,movie,Ricochet,1991,102,"Action,Crime,Drama",6.2,22898
tt0102798,movie,Robin Hood: Prince of Thieves,1991,143,"Action,Adventure,Drama",6.9,222806
tt0102802,movie,Rock-A-Doodle,1991,77,"Adventure,Animation,Comedy",6.0,11540
tt0102803,movie,The Rocketeer,1991,108,"Action,Adventure,Family",6.6,66033
tt0102820,movie,Rush,1991,120,"Action,Crime,Drama",6.7,11178
tt0102900,movie,Shattered,1991,98,"Crime,Drama,Mystery",6.5,12876
tt0102915,movie,Showdown in Little Tokyo,1991,79,"Action,Comedy,Crime",6.1,22488
tt0102926,movie,The Silence of the Lambs,1991,118,"Crime,Drama,Horror",8.6,1730941
tt0102943,movie,Slacker,1990,97,"Comedy,Drama",7.0,25460
tt0102945,movie,Sleeping with the Enemy,1991,99,"Drama,Thriller",6.3,71939
tt0102951,movie,Soapdish,1991,97,"Comedy,Romance",6.6,18927
tt0102975,movie,Star Trek VI: The Undiscovered Country,1991,110,"Action,Adventure,Sci-Fi",7.3,85419
tt0102984,movie,Stone Cold,1991,92,"Action,Crime,Drama",6.1,11244
tt0103003,movie,Suburban Commando,1991,90,"Action,Comedy,Sci-Fi",4.7,12186
tt0103016,movie,Switch,1991,103,"Comedy,Fantasy",5.8,11300
tt0103030,movie,High Heels,1991,112,"Comedy,Drama,Romance",7.0,18914
tt0103035,movie,Taking Care of Business,1990,108,Comedy,6.4,10074
tt0103060,movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88,"Action,Adventure,Comedy",6.0,64860
tt0103064,movie,Terminator 2: Judgment Day,1991,137,"Action,Adventure,Sci-Fi",8.6,1288451
tt0103074,movie,Thelma & Louise,1991,130,"Adventure,Crime,Drama",7.6,194619
tt0103112,movie,Toy Soldiers,1991,111,"Action,Drama,Thriller",6.6,26371
tt0103130,movie,Trust,1990,107,"Comedy,Crime,Drama",7.4,11826
tt0103241,movie,What About Bob?,1991,99,Comedy,7.0,79259
tt0103247,movie,White Fang,1991,107,"Adventure,Drama,Family",6.7,24290
tt0103285,movie,Once Upon a Time in China,1991,134,Action,7.2,21480
tt0103594,movie,1492: Conquest of Paradise,1992,154,"Adventure,Biography,Drama",6.4,35254
tt0103596,movie,3 Ninjas,1992,84,"Action,Comedy,Family",5.4,25139
tt0103639,movie,Aladdin,1992,90,"Adventure,Animation,Comedy",8.0,502300
tt0103644,movie,Alien³,1992,114,"Action,Horror,Sci-Fi",6.4,353613
tt0103671,movie,American Me,1992,125,"Biography,Crime,Drama",7.1,11598
tt0103747,movie,The Babe,1992,115,"Biography,Drama,Sport",5.9,10890
tt0103759,movie,Bad Lieutenant,1992,96,"Crime,Drama,Thriller",7.0,52758
tt0103767,movie,Baraka,1992,96,Documentary,8.5,43248
tt0103772,movie,Basic Instinct,1992,127,"Drama,Mystery,Romance",7.1,244763
tt0103776,movie,Batman Returns,1992,126,"Action,Crime,Fantasy",7.1,350608
tt0103786,movie,Beethoven,1992,87,"Comedy,Drama,Family",5.8,81726
tt0103791,movie,Belle Epoque,1992,109,"Comedy,Drama,Romance",7.1,12232
tt0103793,movie,Benny's Video,1992,110,"Crime,Drama",7.1,20900
tt0103850,movie,Bob Roberts,1992,102,"Comedy,Drama",7.0,14967
tt0103855,movie,The Bodyguard,1992,129,"Drama,Music,Romance",6.4,158968
tt0103859,movie,Boomerang,1992,117,"Comedy,Drama,Romance",5.7,32591
tt0103873,movie,Braindead,1992,104,"Comedy,Fantasy,Horror",7.4,110110
tt0103874,movie,Dracula,1992,128,"Fantasy,Horror,Romance",7.4,268950
tt0103893,movie,Buffy the Vampire Slayer,1992,86,"Action,Comedy,Fantasy",5.7,52690
tt0103905,movie,Man Bites Dog,1992,95,"Comedy,Crime,Drama",7.4,45109
tt0103919,movie,Candyman,1992,99,"Horror,Thriller",6.8,109737
tt0103923,movie,Captain America,1990,97,"Action,Adventure,Sci-Fi",3.3,16139
tt0103924,movie,Captain Ron,1992,100,"Adventure,Comedy",5.9,24746
tt0103939,movie,Chaplin,1992,143,"Biography,Comedy,Drama",7.5,65770
tt0103950,movie,City Hunter,1993,100,"Action,Comedy,Crime",6.3,13832
tt0103956,movie,Child's Play 3,1991,90,"Horror,Thriller",5.2,51517
tt0103994,movie,Like Water for Chocolate,1992,105,"Drama,Romance",7.1,20565
tt0104009,movie,Cool World,1992,102,"Animation,Comedy,Fantasy",4.9,27011
tt0104029,movie,Cronos,1992,94,"Drama,Fantasy,Horror",6.7,36678
tt0104036,movie,The Crying Game,1992,112,"Crime,Drama,Romance",7.2,63499
tt0104040,movie,The Cutting Edge,1992,101,"Comedy,Drama,Romance",6.9,25368
tt0104070,movie,Death Becomes Her,1992,104,"Comedy,Fantasy,Horror",6.7,150574
tt0104073,movie,Deep Cover,1992,107,"Action,Crime,Thriller",7.0,16645
tt0104114,movie,The Distinguished Gentleman,1992,112,"Comedy,Crime",5.9,17957
tt0104181,movie,Wuthering Heights,1992,105,"Drama,History,Romance",6.6,16511
tt0104187,movie,Encino Man,1992,88,Comedy,5.9,49022
tt0104231,movie,Far and Away,1992,140,"Adventure,Drama,Romance",6.6,72958
tt0104237,movie,Damage,1992,111,"Drama,Romance",6.7,22748
tt0104254,movie,FernGully: The Last Rainforest,1992,76,"Adventure,Animation,Family",6.6,37608
tt0104257,movie,A Few Good Men,1992,138,"Drama,Thriller",7.8,318659
tt0104265,movie,Final Analysis,1992,124,"Drama,Thriller",5.9,16308
tt0104291,movie,Forever Young,1992,102,"Drama,Romance,Sci-Fi",6.4,52912
tt0104299,movie,Freejack,1992,110,"Action,Crime,Sci-Fi",5.4,18821
tt0104346,movie,Gladiator,1992,101,"Action,Drama,Sport",6.6,11869
tt0104348,movie,Glengarry Glen Ross,1992,100,"Crime,Drama,Mystery",7.6,126311
tt0104389,movie,The Hand That Rocks the Cradle,1992,110,"Drama,Thriller",6.7,55980
tt0104409,movie,Hellraiser III: Hell on Earth,1992,93,Horror,5.5,38232
tt0104412,movie,Hero,1992,119,"Comedy,Drama,Romance",6.5,25257
tt0104427,movie,Hoffa,1992,140,"Biography,Crime,Drama",6.6,26194
tt0104431,movie,Home Alone 2: Lost in New York,1992,120,"Adventure,Comedy,Crime",6.9,457945
tt0104437,movie,"Honey, I Blew Up the Kid",1992,89,"Adventure,Comedy,Family",4.9,49592
tt0104438,movie,Honeymoon in Vegas,1992,96,"Comedy,Romance,Thriller",5.9,20538
tt0104452,movie,Housesitter,1992,102,"Comedy,Romance",6.2,28799
tt0104454,movie,Howards End,1992,142,"Drama,Romance",7.3,38817
tt0104466,movie,Husbands and Wives,1992,108,"Comedy,Drama,Romance",7.5,33056
tt0104507,movie,Indochine,1992,160,"Drama,Romance,War",7.0,11786
tt0104511,movie,Innocent Blood,1992,112,"Action,Comedy,Crime",6.2,12208
tt0104545,movie,Jamon Jamon,1992,95,"Comedy,Drama,Romance",6.4,16827
tt0104549,movie,Jennifer 8,1992,124,"Crime,Drama,Mystery",6.3,19716
tt0104558,movie,Police Story 3: Supercop,1992,91,"Action,Comedy,Crime",7.0,26864
tt0104561,movie,Jo Jeeta Wohi Sikandar,1992,174,"Comedy,Drama,Romance",8.1,27690
tt0104573,movie,Juice,1992,95,"Action,Crime,Drama",7.0,33513
tt0104647,movie,Kuffs,1992,102,"Action,Comedy,Crime",5.9,12172
tt0104652,movie,Porco Rosso,1992,94,"Adventure,Animation,Comedy",7.7,117396
tt0104670,movie,Ladybugs,1992,90,"Comedy,Sport",5.5,11392
tt0104684,movie,Hard Boiled,1992,128,"Action,Crime,Thriller",7.7,60034
tt0104691,movie,The Last of the Mohicans,1992,112,"Action,Adventure,Drama",7.6,207665
tt0104692,movie,The Lawnmower Man,1992,108,"Horror,Sci-Fi",5.5,42401
tt0104694,movie,A League of Their Own,1992,128,"Comedy,Drama,Sport",7.4,130935
tt0104695,movie,Leap of Faith,1992,108,"Comedy,Drama,Romance",6.2,15828
tt0104714,movie,Lethal Weapon 3,1992,118,"Action,Crime,Thriller",6.7,189041
tt0104756,movie,Lorenzo's Oil,1992,129,"Biography,Drama",7.3,25553
tt0104779,movie,Bitter Moon,1992,139,"Drama,Romance,Thriller",7.2,46488
tt0104797,movie,Malcolm X,1992,202,"Biography,Drama,History",7.7,111604
tt0104815,movie,El Mariachi,1992,81,"Action,Crime,Thriller",6.8,74962
tt0104839,movie,Medicine Man,1992,106,"Adventure,Drama,Romance",6.0,26284
tt0104850,movie,Memoirs of an Invisible Man,1992,99,"Comedy,Romance,Sci-Fi",6.0,29553
tt0104860,movie,We Are Not Angels,1992,98,"Comedy,Fantasy,Romance",8.3,10232
tt0104868,movie,The Mighty Ducks,1992,104,"Comedy,Drama,Family",6.6,77082
tt0104926,movie,Mr. Baseball,1992,108,"Comedy,Romance,Sport",6.1,12870
tt0104940,movie,The Muppet Christmas Carol,1992,85,"Comedy,Drama,Family",7.8,82296
tt0104952,movie,My Cousin Vinny,1992,120,"Comedy,Crime",7.6,159834
tt0104990,movie,Newsies,1992,121,"Drama,Family,History",6.9,24409
tt0105017,movie,Noises Off...,1992,101,Comedy,7.4,13870
tt0105046,movie,Of Mice and Men,1992,115,"Drama,Western",7.4,51471
tt0105104,movie,Passenger 57,1992,84,"Action,Crime,Thriller",5.9,53791
tt0105112,movie,Patriot Games,1992,117,"Action,Thriller",6.8,128769
tt0105121,movie,The People Under the Stairs,1991,102,"Comedy,Horror,Mystery",6.4,43899
tt0105128,movie,Pet Sematary II,1992,100,"Fantasy,Horror,Thriller",5.0,25378
tt0105130,movie,Peter's Friends,1992,101,"Comedy,Drama,Romance",7.0,13122
tt0105151,movie,The Player,1992,124,"Comedy,Crime,Drama",7.5,72410
tt0105156,movie,Poison Ivy,1992,93,"Drama,Thriller",5.4,21596
tt0105159,movie,The Power of One,1992,127,"Drama,Sport",7.1,11456
tt0105211,movie,Radio Flyer,1992,114,Drama,6.9,15226
tt0105217,movie,Raising Cain,1992,92,"Crime,Drama,Horror",6.1,19142
tt0105219,movie,Rapid Fire,1992,95,"Action,Crime,Drama",6.3,11137
tt0105226,movie,Red Rock West,1993,98,"Crime,Drama,Thriller",7.0,28413
tt0105236,movie,Reservoir Dogs,1992,99,"Crime,Thriller",8.2,1173439
tt0105265,movie,A River Runs Through It,1992,123,Drama,7.2,71487
tt0105271,movie,Roja,1992,137,"Drama,Musical,Romance",8.1,14811
tt0105275,movie,Romper Stomper,1992,94,"Crime,Drama,Thriller",6.8,43655
tt0105323,movie,Scent of a Woman,1992,156,Drama,8.0,373119
tt0105327,movie,School Ties,1992,106,Drama,6.9,29473
tt0105378,movie,Shadows and Fog,1991,85,Comedy,6.7,19102
tt0105391,movie,Shining Through,1992,132,"Drama,Romance,Thriller",6.4,11563
tt0105399,movie,Twin Dragons,1992,104,"Action,Comedy",6.4,14036
tt0105402,movie,Sidekicks,1992,101,"Action,Adventure,Comedy",5.3,10979
tt0105414,movie,Single White Female,1992,107,"Drama,Thriller",6.4,46708
tt0105415,movie,Singles,1992,99,"Comedy,Drama,Music",6.8,35552
tt0105417,movie,Sister Act,1992,100,"Comedy,Family,Music",6.6,118969
tt0105428,movie,Sleepwalkers,1992,89,"Fantasy,Horror",5.4,27477
tt0105435,movie,Sneakers,1992,126,"Comedy,Crime,Drama",7.1,67578
tt0105459,movie,Split Second,1992,90,"Action,Crime,Horror",6.0,18714
tt0105466,movie,Stay Tuned,1992,88,"Adventure,Comedy,Fantasy",6.3,14211
tt0105477,movie,Stop! Or My Mom Will Shoot,1992,87,"Action,Comedy",4.4,46280
tt0105488,movie,Strictly Ballroom,1992,94,"Comedy,Drama,Music",7.2,31035
tt0105585,movie,Thunderheart,1992,119,"Crime,Mystery,Thriller",6.8,19419
tt0105616,movie,Tom and Jerry: The Movie,1992,84,"Adventure,Animation,Comedy",5.5,13293
tt0105629,movie,Toys,1992,118,"Adventure,Comedy,Drama",5.1,35370
tt0105636,movie,Trespass,1992,101,"Action,Thriller",6.3,13734
tt0105643,movie,Troll 2,1990,95,"Comedy,Fantasy,Horror",3.0,36499
