tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,original_language,is_franchise,budget,revenue
tt0118158,movie,White Squall,1996,129,"Adventure,Drama",6.6,26084,en,False,38000000.0,10300000.0
tt0118301,movie,Dead Man on Campus,1998,96,Comedy,6.0,15745,en,False,14000000.0,15100000.0
tt0118531,movie,One Eight Seven,1997,119,"Drama,Thriller",6.6,27100,en,False,20000000.0,5716080.0
tt0118539,movie,3 Ninjas: High Noon at Mega Mountain,1998,93,"Action,Adventure,Comedy",3.0,12982,en,True,0.0,375805.0
tt0118541,movie,8 Heads in a Duffel Bag,1997,95,"Adventure,Comedy,Crime",5.4,11767,en,False,3000000.0,3602884.0
tt0118548,movie,Absolute Power,1997,121,"Action,Crime,Drama",6.7,65213,en,False,50000000.0,50100000.0
tt0118556,movie,Addicted to Love,1997,100,"Comedy,Romance",6.1,26789,en,False,0.0,34673095.0
tt0118564,movie,Affliction,1997,114,"Drama,Mystery,Thriller",6.9,21741,en,False,6000000.0,6330054.0
tt0118570,movie,Air Bud,1997,98,"Comedy,Drama,Family",5.4,21511,en,True,3000000.0,23144499.0
tt0118571,movie,Air Force One,1997,124,"Action,Crime,Drama",6.6,224561,en,False,85000000.0,315200000.0
tt0118583,movie,Alien: Resurrection,1997,109,"Action,Horror,Sci-Fi",6.2,292843,en,True,70000000.0,162000000.0
tt0118589,movie,Glitter,2001,104,"Drama,Music,Romance",2.5,23415,en,False,22000000.0,5271666.0
tt0118604,movie,An American Werewolf in Paris,1997,98,"Comedy,Fantasy,Horror",5.1,29092,en,True,22000000.0,26570463.0
tt0118607,movie,Amistad,1997,155,"Biography,Drama,History",7.3,88164,en,False,36000000.0,44229441.0
tt0118615,movie,Anaconda,1997,89,"Action,Adventure,Horror",5.0,126019,en,True,45000000.0,136885767.0
tt0118617,movie,Anastasia,1997,94,"Adventure,Animation,Drama",7.2,147531,en,True,53000000.0,139804348.0
tt0118632,movie,The Apostle,1997,134,Drama,7.2,16037,en,False,5000000.0,19868354.0
tt0118636,movie,Apt Pupil,1998,111,"Crime,Drama,Thriller",6.7,44392,en,False,14000000.0,8863193.0
tt0118647,movie,The Assignment,1997,115,"Action,Crime,Thriller",6.8,10632,en,False,0.0,0.0
tt0118655,movie,Austin Powers: International Man of Mystery,1997,89,"Adventure,Comedy",7.0,274570,en,True,16500000.0,67711748.0
tt0118661,movie,The Avengers,1998,89,"Action,Adventure,Sci-Fi",3.8,45868,en,False,60000000.0,48600000.0
tt0118665,movie,Baby Geniuses,1999,97,"Comedy,Crime,Family",2.6,28428,en,True,12000000.0,36450736.0
tt0118688,movie,Batman & Robin,1997,125,"Action,Sci-Fi",3.8,283374,en,True,125000000.0,238207122.0
tt0118689,movie,Bean,1997,89,"Adventure,Comedy,Family",6.5,116806,en,True,18000000.0,251212670.0
tt0118691,movie,The Beautician and the Beast,1997,105,"Comedy,Romance",5.5,10658,en,False,16000000.0,11486880.0
tt0118694,movie,In the Mood for Love,2000,98,"Drama,Romance",8.0,189585,cn,False,3000000.0,15867968.0
tt0118708,movie,Beverly Hills Ninja,1997,88,"Action,Comedy",5.6,47129,en,False,18000000.0,31480022.0
tt0118715,movie,The Big Lebowski,1998,117,"Comedy,Crime",8.1,918807,en,False,15000000.0,47010480.0
tt0118744,movie,Hush,1998,96,"Drama,Thriller",5.5,14786,en,False,21000000.0,13583690.0
tt0118747,movie,Blues Brothers 2000,1998,123,"Action,Comedy,Crime",4.9,36268,en,True,28000000.0,14051384.0
tt0118749,movie,Boogie Nights,1997,155,Drama,7.9,307300,en,False,15000000.0,43101594.0
tt0118750,movie,Booty Call,1997,79,"Comedy,Romance",5.5,10154,en,False,7000000.0,20050376.0
tt0118751,movie,Border,1997,176,"Action,Drama,History",8.0,20357,hi,True,700000.0,37000000.0
tt0118755,movie,The Borrowers,1997,89,"Adventure,Comedy,Family",5.9,23885,en,False,29000000.0,22619699.0
tt0118760,movie,The Boxer,1997,113,"Drama,Romance,Sport",7.0,23835,en,False,0.0,16534578.0
tt0118767,movie,Brother,1997,99,"Crime,Drama,Thriller",7.8,28922,ru,True,10000.0,1360000.0
tt0118768,movie,The Brave,1997,123,Drama,6.1,11327,en,False,0.0,0.0
tt0118771,movie,Breakdown,1997,93,"Action,Crime,Drama",7.0,70837,en,False,36000000.0,50159144.0
tt0118789,movie,Buffalo '66,1998,110,"Comedy,Drama,Romance",7.4,66917,en,False,1500000.0,2375097.0
tt0118798,movie,Bulworth,1998,108,"Comedy,Drama,Romance",6.8,28288,en,False,30000000.0,29202884.0
tt0118799,movie,Life Is Beautiful,1997,116,"Comedy,Drama,Romance",8.6,815792,it,False,20000000.0,230098753.0
tt0118804,movie,The Butcher Boy,1997,110,"Comedy,Drama",7.1,10771,en,False,0.0,5000000.0
tt0118819,movie,Live Flesh,1997,103,Drama,7.3,35663,es,False,1000000.0,4686844.0
tt0118826,movie,The Castle,1997,85,"Comedy,Drama",7.7,18929,en,False,800000.0,861789.0
tt0118842,movie,Chasing Amy,1997,113,"Comedy,Drama,Romance",7.2,148664,en,False,250000.0,12021272.0
tt0118843,movie,"Black Cat, White Cat",1998,127,"Comedy,Crime,Romance",8.0,58909,sr,False,0.0,353734.0
tt0118845,movie,Happy Together,1997,96,"Drama,Romance",7.6,38519,cn,False,125000.0,5000000.0
tt0118849,movie,Children of Heaven,1997,89,"Drama,Family,Sport",8.2,90471,fa,False,180000.0,925402.0
tt0118863,movie,Clay Pigeons,1998,104,"Comedy,Crime",6.6,12623,en,False,8000000.0,1800000.0
tt0118880,movie,Con Air,1997,115,"Action,Crime,Thriller",6.9,340700,en,False,75000000.0,224012234.0
tt0118883,movie,Conspiracy Theory,1997,135,"Action,Crime,Drama",6.7,114705,en,False,75000000.0,137000000.0
tt0118884,movie,Contact,1997,150,"Drama,Mystery,Sci-Fi",7.5,314902,en,False,90000000.0,171120329.0
tt0118887,movie,Cop Land,1997,105,"Crime,Drama,Thriller",7.0,116087,en,False,15000000.0,63706632.0
tt0118892,movie,Dangerous Beauty,1998,111,"Biography,Drama,Romance",7.1,20787,en,False,0.0,4553271.0
tt0118900,movie,Gang Related,1997,111,"Action,Crime,Drama",6.4,11115,en,False,0.0,0.0
tt0118928,movie,Dante's Peak,1997,108,"Action,Adventure,Thriller",6.1,108594,en,False,116000000.0,178127760.0
tt0118929,movie,Dark City,1998,100,"Fantasy,Mystery,Sci-Fi",7.5,227111,en,False,27000000.0,27200000.0
tt0118954,movie,Deconstructing Harry,1997,96,Comedy,7.3,50636,en,False,20000000.0,10686841.0
tt0118956,movie,Deep Rising,1998,106,"Action,Adventure,Horror",6.1,45166,en,False,45000000.0,11203026.0
tt0118966,movie,Desperate Measures,1998,100,"Action,Crime,Drama",6.1,19133,en,False,50000000.0,13800000.0
tt0118971,movie,The Devil's Advocate,1997,144,"Drama,Fantasy,Mystery",7.5,447732,en,False,57000000.0,153000000.0
tt0118972,movie,The Devil's Own,1997,111,"Action,Crime,Drama",6.2,78231,en,False,90000000.0,140807547.0
tt0118983,movie,Dil To Pagal Hai,1997,180,"Comedy,Drama,Musical",7.0,27104,hi,False,1300000.0,11000000.0
tt0118996,movie,Dobermann,1997,103,"Action,Comedy,Crime",6.5,19846,fr,False,0.0,0.0
tt0118998,movie,Doctor Dolittle,1998,85,"Comedy,Family,Fantasy",5.4,106935,en,True,71000000.0,294500000.0
tt0119008,movie,Donnie Brasco,1997,127,"Biography,Crime,Drama",7.7,357855,en,False,35000000.0,124909762.0
tt0119013,movie,Double Team,1997,93,"Action,Comedy,Sci-Fi",4.8,38907,en,False,30000000.0,48138337.0
tt0119038,movie,Le Dîner de Cons,1998,80,Comedy,7.6,46580,fr,False,12500000.0,78599508.0
tt0119051,movie,The Edge,1997,117,"Action,Adventure,Drama",7.0,85129,en,False,30000000.0,43300000.0
tt0119053,movie,Almost Heroes,1998,90,"Adventure,Comedy,Western",5.8,18992,en,False,30000000.0,6100000.0
tt0119080,movie,Eve's Bayou,1997,108,Drama,7.2,12968,en,False,6000000.0,14842388.0
tt0119081,movie,Event Horizon,1997,96,"Horror,Sci-Fi,Thriller",6.6,215013,en,False,60000000.0,26700000.0
tt0119086,movie,Excess Baggage,1997,101,"Action,Comedy,Crime",5.4,15156,en,False,0.0,0.0
tt0119094,movie,Face/Off,1997,138,"Action,Crime,Sci-Fi",7.3,428570,en,False,80000000.0,245700000.0
tt0119099,movie,Fallen,1998,124,"Action,Crime,Drama",7.0,103730,en,False,46000000.0,25232289.0
tt0119109,movie,Fathers' Day,1997,98,"Comedy,Romance",5.3,17386,en,False,85000000.0,36000000.0
tt0119114,movie,Fever Pitch,1997,102,"Comedy,Drama,Romance",6.6,12574,en,False,0.0,0.0
tt0119115,movie,Fierce Creatures,1997,93,Comedy,6.4,26644,en,False,25000000.0,9381260.0
tt0119116,movie,The Fifth Element,1997,126,"Action,Adventure,Sci-Fi",7.6,547502,fr,False,90000000.0,263920180.0
tt0119123,movie,Fire Down Below,1997,105,"Action,Drama,Thriller",5.2,20340,en,False,60000000.0,16228448.0
tt0119137,movie,Flubber,1997,93,"Comedy,Family,Sci-Fi",5.3,100607,en,False,80000000.0,178000000.0
tt0119141,movie,Fools Rush In,1997,109,"Comedy,Drama,Romance",6.1,41941,en,False,20000000.0,42000000.0
tt0119142,movie,For Richer or Poorer,1997,115,"Comedy,Romance",5.9,13104,en,False,35000000.0,31611225.0
tt0119152,movie,Free Willy 3: The Rescue,1997,86,"Adventure,Drama,Family",4.8,11321,en,True,35000000.0,3446539.0
tt0119164,movie,The Full Monty,1997,91,"Comedy,Drama",7.2,120180,en,False,3500000.0,257850122.0
tt0119167,movie,Funny Games,1997,108,"Crime,Drama,Horror",7.5,97994,de,False,0.0,2506.0
tt0119173,movie,G.I. Jane,1997,125,"Action,Drama,War",6.1,92113,en,False,50000000.0,48169156.0
tt0119174,movie,The Game,1997,129,"Drama,Mystery,Thriller",7.7,473436,en,False,50000000.0,109423648.0
tt0119177,movie,Gattaca,1997,106,"Drama,Sci-Fi,Thriller",7.7,348488,en,False,36000000.0,12532777.0
tt0119190,movie,George of the Jungle,1997,92,"Action,Adventure,Comedy",5.6,90586,en,True,55000000.0,174463257.0
tt0119196,movie,The Gingerbread Man,1998,114,"Crime,Mystery,Thriller",5.7,12233,en,False,25000000.0,1700000.0
tt0119210,movie,Switchback,1997,118,"Crime,Mystery,Thriller",6.5,16241,en,False,37000000.0,6482195.0
tt0119214,movie,Gone Fishin',1997,94,"Comedy,Crime",4.9,11144,en,False,53000000.0,19745922.0
tt0119215,movie,Good Burger,1997,95,"Comedy,Family",5.8,36334,en,True,8500000.0,23712993.0
tt0119217,movie,Good Will Hunting,1997,126,"Drama,Romance",8.4,1224825,en,False,10000000.0,225933435.0
tt0119223,movie,Great Expectations,1998,111,"Drama,Romance",6.8,60518,en,False,25000000.0,55494066.0
tt0119225,movie,Gridlock'd,1997,91,"Comedy,Crime,Drama",6.9,17497,en,False,5000000.0,5600000.0
tt0119227,movie,Snow White: A Tale of Terror,1997,100,"Adventure,Fantasy,Horror",6.1,12244,en,False,26000000.0,0.0
tt0119229,movie,Grosse Pointe Blank,1997,107,"Action,Comedy,Crime",7.3,105351,en,False,15000000.0,31100000.0
tt0119237,movie,Gummo,1997,89,"Comedy,Drama",6.6,42093,en,False,1300000.0,116799.0
tt0119250,movie,Fireworks,1997,103,"Crime,Drama,Romance",7.7,35720,ja,False,0.0,0.0
tt0119256,movie,Hard Eight,1996,101,"Crime,Drama",7.1,59965,en,False,3000000.0,222559.0
tt0119273,movie,Heavy Metal 2000,2000,88,"Action,Adventure,Animation",5.4,10269,en,True,15000000.0,0.0
tt0119280,movie,Mrs. Brown,1997,101,"Biography,Drama,History",7.2,16433,en,False,0.0,0.0
tt0119282,movie,Hercules,1997,93,"Action,Adventure,Animation",7.3,281019,en,True,85000000.0,252712101.0
tt0119303,movie,Home Alone 3,1997,102,"Action,Comedy,Crime",4.6,138701,en,True,32000000.0,79082515.0
tt0119311,movie,Hoodlum,1997,130,"Crime,Drama",6.3,14141,en,False,30000000.0,23461013.0
tt0119313,movie,Hope Floats,1998,114,"Drama,Romance",6.1,32992,en,False,30000000.0,81471882.0
tt0119314,movie,The Horse Whisperer,1998,169,"Drama,Romance,Western",6.7,46714,en,False,60000000.0,186883563.0
tt0119336,movie,Hurlyburly,1998,122,"Comedy,Drama",5.7,10750,en,False,4000000.0,1808004.0
tt0119345,movie,I Know What You Did Last Summer,1997,101,"Horror,Mystery",5.9,181673,en,True,17000000.0,125586134.0
tt0119349,movie,The Ice Storm,1997,112,Drama,7.3,63848,en,False,18000000.0,16000000.0
tt0119360,movie,In & Out,1997,90,"Comedy,Romance",6.4,46716,en,False,35000000.0,63900000.0
tt0119361,movie,In the Company of Men,1997,97,"Comedy,Drama",7.1,14844,en,False,25000.0,2804473.0
tt0119375,movie,Insomnia,1997,96,"Crime,Mystery,Thriller",7.2,17486,no,False,0.0,227569.0
tt0119381,movie,Inventing the Abbotts,1997,110,"Drama,Romance",6.4,15309,en,False,0.0,5926128.0
tt0119395,movie,The Jackal,1997,124,"Action,Crime,Drama",6.4,131373,en,False,60000000.0,159300000.0
tt0119396,movie,Jackie Brown,1997,154,"Crime,Drama,Thriller",7.5,405679,en,False,12000000.0,74727492.0
tt0119432,movie,Jungle 2 Jungle,1997,105,"Comedy,Family",5.3,27773,en,False,32000000.0,59927618.0
tt0119448,movie,Character,1997,122,"Crime,Drama,Mystery",7.6,12014,nl,False,4500000.0,0.0
tt0119468,movie,Kiss the Girls,1997,115,"Crime,Drama,Mystery",6.6,100665,en,True,27000000.0,60527873.0
tt0119472,movie,Knockin' on Heaven's Door,1997,87,"Action,Comedy,Crime",7.8,37100,de,False,3500000.0,0.0
tt0119485,movie,Kundun,1997,134,"Biography,Drama,History",7.0,32316,en,False,28000000.0,5684789.0
tt0119488,movie,L.A. Confidential,1997,138,"Crime,Drama,Mystery",8.2,659977,en,False,35000000.0,126216940.0
tt0119528,movie,Liar Liar,1997,86,"Comedy,Fantasy",6.9,364140,en,False,45000000.0,302710615.0
tt0119535,movie,A Life Less Ordinary,1997,103,"Comedy,Crime,Fantasy",6.3,38489,en,False,12000000.0,14633270.0
tt0119558,movie,Lolita,1997,137,"Drama,Romance",6.8,75002,en,False,62000000.0,1100000.0
tt0119567,movie,The Lost World: Jurassic Park,1997,129,"Action,Adventure,Sci-Fi",6.6,479087,en,True,73000000.0,618638999.0
tt0119592,movie,Mad City,1997,115,"Crime,Drama,Thriller",6.3,21942,en,False,50000000.0,10500000.0
tt0119594,movie,Twilight,1998,94,"Crime,Drama,Mystery",6.2,14088,en,False,37000000.0,15055091.0
tt0119643,movie,Meet Joe Black,1998,178,"Drama,Fantasy,Romance",7.2,300564,en,False,90000000.0,142940100.0
tt0119654,movie,Men in Black,1997,98,"Action,Adventure,Comedy",7.3,666765,en,True,90000000.0,589390539.0
tt0119664,movie,Metro,1997,117,"Action,Comedy,Crime",5.6,30679,en,False,55000000.0,31987563.0
tt0119668,movie,Midnight in the Garden of Good and Evil,1997,155,"Crime,Drama,Mystery",6.6,43887,en,False,35000000.0,25100000.0
tt0119670,movie,The Mighty,1998,100,"Comedy,Drama",7.2,14932,en,False,0.0,2652246.0
tt0119675,movie,Mimic,1997,105,"Horror,Sci-Fi",6.0,60174,en,True,30000000.0,25480490.0
tt0119683,movie,Les Misérables,1998,134,"Crime,Drama,Romance",7.4,44596,en,False,14000000.0,14096321.0
tt0119695,movie,Money Talks,1997,97,"Action,Comedy,Crime",6.2,33710,en,False,25000000.0,48407611.0
tt0119698,movie,Princess Mononoke,1997,133,"Adventure,Animation,Fantasy",8.3,485639,ja,False,23500000.0,176506186.0
tt0119707,movie,Mortal Kombat: Annihilation,1997,95,"Action,Adventure,Fantasy",3.6,61946,en,True,30000000.0,51376861.0
tt0119715,movie,Mousehunt,1997,98,Comedy,6.5,63807,en,False,38000000.0,122417389.0
tt0119718,movie,Mr. Magoo,1997,87,"Adventure,Comedy,Family",4.1,16947,en,False,30000000.0,75000000.0
tt0119731,movie,Murder at 1600,1997,107,"Action,Crime,Drama",6.1,34734,en,False,40000000.0,25804707.0
tt0119738,movie,My Best Friend's Wedding,1997,105,"Comedy,Drama,Romance",6.4,167626,en,False,38000000.0,299288605.0
tt0119784,movie,The Night Flier,1997,97,"Fantasy,Horror,Mystery",6.0,13445,en,False,1000000.0,125397.0
tt0119791,movie,Nightwatch,1997,101,"Drama,Horror,Thriller",6.2,22761,en,False,10000000.0,1179002.0
tt0119792,movie,Nil by Mouth,1997,128,Drama,7.3,11091,en,False,9000000.0,0.0
tt0119807,movie,Nothing to Lose,1997,98,"Action,Adventure,Comedy",6.7,52563,en,False,25000000.0,44480039.0
tt0119809,movie,Nowhere,1997,82,"Comedy,Drama,Sci-Fi",6.6,12389,en,False,0.0,194201.0
tt0119822,movie,As Good as It Gets,1997,139,"Comedy,Drama,Romance",7.7,338447,en,False,50000000.0,314178011.0
tt0119848,movie,Out to Sea,1997,106,"Comedy,Romance",6.1,10291,en,False,0.0,0.0
tt0119861,movie,Pardes,1997,191,"Drama,Musical,Romance",6.9,17208,hi,False,0.0,0.0
tt0119874,movie,The Peacemaker,1997,124,"Action,Crime,Drama",6.0,66584,en,False,50000000.0,110463140.0
tt0119879,movie,Perdita Durango,1997,129,"Action,Crime,Horror",6.3,10930,es,False,7552917.0,2957970.0
tt0119891,movie,Phantoms,1998,96,"Horror,Sci-Fi,Thriller",5.4,24592,en,False,14000000.0,5624282.0
tt0119896,movie,Picture Perfect,1997,101,"Comedy,Drama,Romance",5.6,22436,en,False,19000000.0,44300000.0
tt0119925,movie,The Postman,1997,177,"Action,Adventure,Drama",6.1,83578,en,False,80000000.0,17626234.0
tt0119942,movie,Primary Colors,1998,143,"Comedy,Drama",6.7,31571,en,False,65000000.0,52090187.0
tt0119951,movie,Private Parts,1997,109,"Biography,Comedy,Drama",6.9,40557,en,False,28000000.0,41200000.0
tt0119978,movie,The Rainmaker,1997,135,"Crime,Drama,Thriller",7.2,92051,en,False,40000000.0,45916769.0
tt0119994,movie,Red Corner,1997,122,"Crime,Drama,Thriller",6.3,19798,en,False,48000000.0,22420000.0
tt0120004,movie,The Relic,1997,110,"Horror,Mystery,Sci-Fi",5.8,32627,en,False,60000000.0,33956608.0
tt0120008,movie,The Replacement Killers,1998,87,"Action,Crime,Thriller",6.1,32020,en,False,30000000.0,19200000.0
tt0120029,movie,RocketMan,1997,95,"Comedy,Family,Sci-Fi",5.9,11218,en,False,16000000.0,15448043.0
tt0120032,movie,Romy and Michele's High School Reunion,1997,92,Comedy,6.4,58275,en,True,20000000.0,29235353.0
tt0120053,movie,The Saint,1997,116,"Action,Adventure,Romance",6.2,78208,en,False,68000000.0,118100000.0
tt0120070,movie,Savior,1998,103,"Drama,War",7.2,12200,en,False,10000000.0,0.0
tt0120082,movie,Scream 2,1997,120,"Horror,Mystery",6.4,238039,en,True,24000000.0,172363301.0
tt0120094,movie,Selena,1997,127,"Biography,Drama,Music",6.9,33929,en,False,20000000.0,60000000.0
tt0120102,movie,Seven Years in Tibet,1997,136,"Adventure,Biography,Drama",7.1,168858,en,False,70000000.0,131457682.0
tt0120125,movie,The Barber of Siberia,1998,180,"Comedy,Drama,History",7.6,13401,ru,False,35000000.0,0.0
tt0120148,movie,Sliding Doors,1998,99,"Comedy,Drama,Fantasy",6.7,76177,en,False,6000000.0,58809149.0
tt0120152,movie,Smilla's Sense of Snow,1997,121,"Crime,Drama,Mystery",6.3,16026,en,False,35000000.0,2372903.0
tt0120157,movie,Soldier,1998,99,"Action,Drama,Sci-Fi",6.1,61918,en,False,75000000.0,14594226.0
tt0120176,movie,The Spanish Prisoner,1997,110,"Drama,Mystery,Thriller",7.1,26357,en,False,10000000.0,13835130.0
tt0120177,movie,Spawn,1997,96,"Action,Crime,Drama",5.2,76762,en,False,40000000.0,87840042.0
tt0120179,movie,Speed 2: Cruise Control,1997,121,"Action,Adventure,Crime",4.0,89264,en,True,160000000.0,164508066.0
tt0120184,movie,Sphere,1998,134,"Mystery,Sci-Fi,Thriller",6.1,117619,en,False,80000000.0,37020277.0
tt0120185,movie,Spice World,1997,93,"Comedy,Family,Music",3.8,38451,en,False,25000000.0,100000000.0
tt0120188,movie,Three Kings,1999,114,"Action,Adventure,Comedy",7.1,186631,en,False,75000000.0,108000000.0
tt0120201,movie,Starship Troopers,1997,129,"Action,Adventure,Sci-Fi",7.3,347764,en,True,105000000.0,121214377.0
tt0120202,movie,State and Main,2000,105,"Comedy,Drama",6.7,23564,en,False,0.0,9206279.0
tt0120207,movie,Steel,1997,97,"Action,Adventure,Crime",3.0,15910,en,False,16000000.0,1686429.0
tt0120238,movie,SubUrbia,1996,121,"Comedy,Drama",6.7,11898,en,False,0.0,656747.0
tt0120241,movie,Suicide Kings,1997,106,"Comedy,Crime,Drama",6.9,30645,en,False,0.0,0.0
tt0120255,movie,The Sweet Hereafter,1997,112,Drama,7.4,37022,en,False,5000000.0,7951247.0
tt0120263,movie,Songs from the Second Floor,2000,98,"Comedy,Drama",7.5,21600,sv,False,0.0,80334.0
tt0120265,movie,Taste of Cherry,1997,95,Drama,7.7,44430,fa,False,120000.0,10923.0
tt0120321,movie,Smoke Signals,1998,89,"Comedy,Drama",7.2,12204,en,False,0.0,0.0
tt0120324,movie,A Simple Plan,1998,121,"Crime,Drama,Thriller",7.5,84235,en,False,17000000.0,16316273.0
tt0120338,movie,Titanic,1997,194,"Drama,Romance",8.0,1398898,en,False,200000000.0,2264162353.0
tt0120347,movie,Tomorrow Never Dies,1997,119,"Action,Adventure,Thriller",6.5,216666,en,True,110000000.0,333011068.0
tt0120363,movie,Toy Story 2,1999,92,"Adventure,Animation,Comedy",7.9,675996,en,True,90000000.0,497375404.0
tt0120382,movie,The Truman Show,1998,103,"Comedy,Drama",8.2,1383620,en,False,60000000.0,264118712.0
tt0120389,movie,Turbo: A Power Rangers Movie,1997,99,"Action,Adventure,Family",3.7,10479,en,True,10000000.0,9615840.0
tt0120390,movie,Turbulence,1997,100,"Action,Thriller",5.0,13559,en,True,55000000.0,11466088.0
tt0120399,movie,U Turn,1997,125,"Crime,Drama,Thriller",6.7,57743,en,False,19000000.0,6682098.0
tt0120434,movie,Vegas Vacation,1997,93,Comedy,6.0,56505,en,True,25000000.0,36400360.0
tt0120458,movie,Virus,1999,99,"Action,Horror,Sci-Fi",5.1,32126,en,False,75000000.0,30700000.0
tt0120461,movie,Volcano,1997,104,"Action,Drama,Sci-Fi",5.6,87392,en,False,90000000.0,122823468.0
tt0120483,movie,The Man Who Knew Too Little,1997,94,"Comedy,Crime,Drama",6.6,37313,en,False,20000000.0,13801755.0
tt0120484,movie,The Waterboy,1998,90,"Comedy,Sport",6.2,192793,en,False,23000000.0,185991646.0
tt0120514,movie,Wilde,1997,118,"Biography,Drama,Romance",6.9,17768,en,False,10000000.0,2158775.0
tt0120520,movie,The Wings of the Dove,1997,102,"Drama,Romance",7.1,12349,en,False,0.0,13692648.0
tt0120524,movie,Wishmaster,1997,90,"Fantasy,Horror",5.9,29004,en,True,5000000.0,15738769.0
tt0120533,movie,Celebrity,1998,113,"Comedy,Drama",6.3,28707,en,False,12000000.0,5078660.0
tt0120540,movie,Yes Boss,1997,163,"Comedy,Drama,Musical",6.7,15205,hi,False,2700000.0,12000000.0
tt0120577,movie,54,1998,93,"Drama,Music",5.9,35835,en,False,13000000.0,16757163.0
tt0120586,movie,American History X,1998,119,"Crime,Drama",8.5,1277231,en,False,20000000.0,23900000.0
tt0120587,movie,Antz,1998,83,"Adventure,Animation,Comedy",6.5,171567,en,False,60000000.0,171757863.0
tt0120591,movie,Armageddon,1998,151,"Action,Adventure,Sci-Fi",6.7,480946,en,False,140000000.0,553799566.0
tt0120595,movie,Babe: Pig in the City,1998,97,"Adventure,Comedy,Drama",5.9,37638,en,True,90000000.0,69100000.0
tt0120596,movie,The Bachelor,1999,101,"Comedy,Romance",5.1,18229,en,False,51000000.0,36911617.0
tt0120601,movie,Being John Malkovich,1999,113,"Comedy,Drama,Fantasy",7.7,369739,en,False,13000000.0,22863596.0
tt0120604,movie,Beowulf,1999,95,"Action,Adventure,Fantasy",4.1,13302,en,False,20000000.0,1531251.0
tt0120609,movie,The Big Hit,1998,91,"Action,Comedy,Crime",6.0,33314,en,False,13000000.0,27007143.0
tt0120610,movie,Black Dog,1998,89,"Action,Crime,Drama",5.5,10769,en,False,30000000.0,12951088.0
tt0120611,movie,Blade,1998,120,"Action,Horror,Sci-Fi",7.1,331922,en,True,45000000.0,131183530.0
tt0120616,movie,The Mummy,1999,124,"Action,Adventure,Fantasy",7.1,504511,en,True,80000000.0,415885488.0
tt0120620,movie,Brokedown Palace,1999,100,"Drama,Mystery,Thriller",6.4,25200,en,False,25000000.0,10115013.0
tt0120623,movie,A Bug's Life,1998,95,"Adventure,Animation,Comedy",7.2,338539,en,False,80000000.0,363258859.0
tt0120630,movie,Chicken Run,2000,84,"Adventure,Animation,Comedy",7.1,225593,en,True,45000000.0,224834564.0
tt0120631,movie,Ever After: A Cinderella Story,1998,121,"Drama,Romance",7.1,86523,en,False,26000000.0,98005666.0
tt0120632,movie,City of Angels,1998,114,"Drama,Fantasy,Romance",6.7,135253,en,False,55000000.0,198685114.0
tt0120633,movie,A Civil Action,1998,115,"Biography,Drama",6.6,32798,en,False,70000000.0,56709981.0
tt0120646,movie,The Deep End of the Ocean,1999,106,Drama,6.3,23455,en,False,38000000.0,28121100.0
tt0120647,movie,Deep Impact,1998,120,"Action,Drama,Sci-Fi",6.3,206112,en,False,75000000.0,349464664.0
tt0120654,movie,Dirty Work,1998,82,Comedy,6.4,33045,en,False,13000000.0,0.0
tt0120655,movie,Dogma,1999,130,"Adventure,Comedy,Drama",7.3,241465,en,False,10000000.0,33535478.0
tt0120657,movie,The 13th Warrior,1999,102,"Action,Adventure,History",6.6,139744,en,False,120000000.0,61698899.0
tt0120660,movie,Enemy of the State,1998,132,"Action,Thriller",7.3,275567,en,False,90000000.0,250649836.0
tt0120662,movie,Eye of the Beholder,1999,109,"Drama,Mystery,Thriller",5.0,16649,en,False,15000000.0,17589705.0
tt0120663,movie,Eyes Wide Shut,1999,159,"Drama,Mystery,Thriller",7.5,432287,en,False,65000000.0,162100000.0
tt0120667,movie,Fantastic Four,2005,106,"Action,Adventure,Fantasy",5.7,375102,en,True,100000000.0,333535934.0
tt0120669,movie,Fear and Loathing in Las Vegas,1998,118,"Adventure,Comedy,Drama",7.4,320105,en,False,18500000.0,10700000.0
tt0120679,movie,Frida,2002,123,"Biography,Drama,Romance",7.3,101601,en,False,12000000.0,56298474.0
tt0120681,movie,From Hell,2001,122,"Crime,Horror,Mystery",6.7,172287,en,False,35000000.0,74558115.0
tt0120684,movie,Gods and Monsters,1998,105,"Biography,Drama",7.3,34364,en,False,10000000.0,6451628.0
tt0120685,movie,Godzilla,1998,139,"Action,Sci-Fi,Thriller",5.5,213714,en,False,130000000.0,379014294.0
tt0120686,movie,Stepmom,1998,125,"Comedy,Drama",6.8,80549,en,False,50000000.0,159710793.0
tt0120689,movie,The Green Mile,1999,189,"Crime,Drama,Fantasy",8.6,1568167,en,False,60000000.0,286801374.0
tt0120693,movie,Half Baked,1998,82,"Comedy,Crime",6.6,71215,en,True,8000000.0,17460020.0
tt0120694,movie,Halloween H20: 20 Years Later,1998,86,"Horror,Thriller",5.8,88888,en,True,17000000.0,75041738.0
tt0120696,movie,Hard Rain,1998,97,"Action,Crime,Drama",5.9,38527,en,False,70000000.0,19900000.0
tt0120701,movie,Holy Man,1998,114,"Comedy,Drama",5.0,21871,en,False,60000000.0,12069719.0
